"","V1"
"2543",10.27620879
"2544",9.206485432
"2545",8.71881853
"2546",10.60501978
"2547",8.525841899
"2548",8.661256188
"2549",7.370313494
"2550",10.97438694
"2551",11.20625266
"2552",7.800364297
"2553",10.10714019
"2554",9.890477455
"2555",6.449980304
"2556",7.457684843
"2557",12.65933259
"2558",10.16988881
"2559",7.624357947
"2560",8.541443481
"2561",4.5507933
"2562",11.65835263
"2563",6.012225963
"2564",7.757214498
"2565",10.04261768
"2566",9.487244454
"2567",10.23260518
"2568",11.46753411
"2569",7.883449804
"2570",12.31675835
"2571",11.39436663
"2572",8.986263851
"2573",8.138814054
"2574",14.37651107
"2575",8.362660524
"2576",10.24908716
"2577",10.39231561
"2578",10.06757481
"2579",9.626032034
"2580",9.851965329
"2581",9.222013438
"2582",13.8587463
"2583",8.39345372
"2584",11.77925435
"2585",8.455497936
"2586",7.320257946
"2587",6.773890195
"2588",10.9552984
"2589",7.657517495
"2590",8.912670698
"2591",10.08807708
"2592",7.906552997
"2593",7.485930958
"2594",9.271251097
"2595",8.270782455
"2596",8.335531522
"2597",7.75912642
"2598",9.580477679
"2599",11.44627741
"2600",14.2689396
"2601",5.921954033
"2602",14.64606843
"2603",6.243066418
"2604",10.20564517
"2605",10.64254665
"2606",11.62256718
"2607",9.367055309
"2608",10.69651621
"2609",10.19325832
"2610",8.77466534
"2611",4.914287209
"2612",8.310478328
"2613",7.788678047
"2614",9.031735111
"2615",10.0392384
"2616",7.066507513
"2617",11.51283798
"2618",8.328969014
"2619",5.906574704
"2620",10.89695172
"2621",12.00728191
"2622",14.21992102
"2623",6.443744561
"2624",8.117041993
"2625",9.542856838
"2626",8.738656408
"2627",9.795685311
"2628",8.376107516
"2629",8.461682118
"2630",8.631174329
"2631",8.268774346
"2632",7.737258581
"2633",10.21810922
"2634",11.165786
"2635",13.14123057
"2636",8.921784584
"2637",8.62799243
"2638",11.06172071
"2639",6.966010595
"2640",6.604706213
"2641",13.91066624
"2642",6.913805864
"2643",8.813702826
"2644",13.87687962
"2645",9.562203932
"2646",11.34520687
"2647",10.43647009
"2648",7.683414492
"2649",6.727882819
"2650",9.001321498
"2651",10.07429514
"2652",8.000810238
"2653",6.978300004
"2654",9.12871147
"2655",9.41305363
"2656",11.70517165
"2657",8.451065033
"2658",5.247348262
"2659",10.33706584
"2660",5.804990307
"2661",8.930296119
"2662",9.790996988
"2663",12.81275613
"2664",6.942482607
"2665",10.66570758
"2666",8.084275613
"2667",8.518376314
"2668",9.908119349
"2669",5.500480913
"2670",10.48870063
"2671",13.08286724
"2672",11.77655844
"2673",9.855748609
"2674",7.63580027
"2675",12.28439608
"2676",8.867686038
"2677",10.10116392
"2678",9.048690583
"2679",12.49799554
"2680",11.1863971
"2681",8.56618372
"2682",13.5806146
"2683",13.43106746
"2684",9.211659775
"2685",8.002494775
"2686",7.575493915
"2687",10.42967899
"2688",8.1874421
"2689",12.89985621
"2690",11.43663274
"2691",8.094111623
"2692",9.495137758
"2693",6.754075573
"2694",12.34339361
"2695",12.14987795
"2696",8.584452622
"2697",9.040594875
"2698",10.01138431
"2699",6.966926603
"2700",7.499765259
"2701",8.184610595
"2702",9.16370571
"2703",6.546586358
"2704",9.688192542
"2705",8.10179824
"2706",5.763915187
"2707",7.223351252
"2708",10.40944293
"2709",14.11914905
"2710",9.070266534
"2711",9.769733731
"2712",8.752402619
"2713",10.22831081
"2714",10.09081945
"2715",7.615253994
"2716",9.488707892
"2717",9.400258856
"2718",8.578619895
"2719",10.90235881
"2720",13.15545111
"2721",8.489589502
"2722",6.22079861
"2723",10.14190387
"2724",8.070260235
"2725",10.80119661
"2726",11.85334551
"2727",7.206719587
"2728",5.422692176
"2729",9.256035167
"2730",12.17564778
"2731",12.15069587
"2732",9.779623825
"2733",10.63139213
"2734",10.14426856
"2735",11.71633057
"2736",10.722475
"2737",8.532140622
"2738",10.55899903
"2739",12.59891272
"2740",12.42362995
"2741",4.96669283
"2742",10.63814259
"2743",14.5353266
"2744",9.413847943
"2745",9.942528482
"2746",12.645273
"2747",11.39134809
"2748",12.73540019
"2749",7.933737876
"2750",12.6774156
"2751",9.695321458
"2752",9.16413949
"2753",6.249615184
"2754",7.393033819
"2755",10.71908521
"2756",10.67818834
"2757",5.954554165
"2758",11.45954936
"2759",6.215764755
"2760",9.915084725
"2761",8.157542357
"2762",7.90645362
"2763",11.43543944
"2764",7.328970539
"2765",8.742568946
"2766",10.74538337
"2767",10.3924905
"2768",9.503487698
"2769",7.261662765
"2770",10.22962169
"2771",10.28599503
"2772",6.487601242
"2773",13.05774653
"2774",9.298127337
"2775",10.61791085
"2776",10.05119279
"2777",8.819288925
"2778",7.784529596
"2779",12.43567729
"2780",8.535442896
"2781",8.676649001
"2782",12.54106332
"2783",8.865237828
"2784",9.916113766
"2785",11.09463012
"2786",13.60487041
"2787",10.25971408
"2788",9.794503562
"2789",8.775064851
"2790",9.572180983
"2791",10.17503619
"2792",9.407380657
"2793",11.54385495
"2794",9.42327273
"2795",13.56252599
"2796",8.734709177
"2797",8.961739917
"2798",6.612375126
"2799",8.346563445
"2800",10.34662148
"2801",11.62777697
"2802",7.317542358
"2803",11.26438036
"2804",10.54374382
"2805",9.812596044
"2806",9.277329347
"2807",7.807958794
"2808",9.42531327
"2809",11.8976984
"2810",16.30429765
"2811",12.07285915
"2812",11.40374437
"2813",10.48179067
"2814",10.09902112
"2815",10.11198551
"2816",9.674611167
"2817",9.21794758
"2818",11.85336712
"2819",9.685356494
"2820",8.263831262
"2821",8.792365998
"2822",9.005002797
"2823",11.35041278
"2824",7.320092625
"2825",10.46151633
"2826",5.977216254
"2827",11.94435056
"2828",8.277127957
"2829",7.309745506
"2830",12.9584349
"2831",15.52365301
"2832",7.910054656
"2833",11.49306106
"2834",7.981817222
"2835",7.677575881
"2836",9.926361896
"2837",10.76519018
"2838",8.627214196
"2839",10.1723037
"2840",7.842295663
"2841",7.079318443
"2842",12.83816264
"2843",13.67687397
"2844",9.67159484
"2845",8.706633407
"2846",8.815372862
"2847",10.2480588
"2848",13.56072479
"2849",9.155912091
"2850",9.892853755
"2851",9.939086143
"2852",10.20204268
"2853",6.879838566
"2854",8.868170475
"2855",6.877270994
"2856",9.653122175
"2857",8.03160791
"2858",8.958557084
"2859",9.29962875
"2860",6.611733144
"2861",8.22368922
"2862",11.37735769
"2863",6.329295149
"2864",6.027882776
"2865",12.06616981
"2866",10.4717618
"2867",7.45949416
"2868",6.481481352
"2869",9.18302225
"2870",6.189073584
"2871",10.07410508
"2872",6.602609323
"2873",10.94936085
"2874",13.37215075
"2875",8.016978377
"2876",7.459494865
"2877",11.95498002
"2878",9.910317506
"2879",10.1145044
"2880",12.38004071
"2881",7.995050487
"2882",4.869442869
"2883",10.89613531
"2884",9.098516779
"2885",11.74380028
"2886",10.49094561
"2887",9.503506088
"2888",7.88099871
"2889",7.359661515
"2890",8.361942518
"2891",10.11667599
"2892",8.73608795
"2893",8.60038175
"2894",9.939129863
"2895",6.875159641
"2896",9.792905274
"2897",8.782167668
"2898",9.492119931
"2899",7.942391108
"2900",10.79863601
"2901",8.091573791
"2902",5.763074803
"2903",11.01574982
"2904",8.601046063
"2905",10.39358976
"2906",6.429171783
"2907",12.26104576
"2908",10.06435194
"2909",6.855757442
"2910",7.800189018
"2911",8.048797557
"2912",10.02758746
"2913",11.67800797
"2914",5.967880203
"2915",7.569759456
"2916",9.766213449
"2917",10.18210933
"2918",10.63425313
"2919",9.715402417
"2920",9.552531528
"2921",10.24246259
"2922",9.809397242
"2923",10.71993761
"2924",9.315775098
"2925",6.659431466
"2926",6.609663787
"2927",8.215038589
"2928",8.931087644
"2929",7.54205138
"2930",6.870269231
"2931",9.76258473
"2932",9.764828823
"2933",10.05492893
"2934",12.12886261
"2935",8.557379169
"2936",9.303193165
"2937",8.404848381
"2938",10.20737799
"2939",7.149080029
"2940",7.127202986
"2941",11.02258197
"2942",9.949209277
"2943",9.357214224
"2944",9.439002931
"2945",8.799212878
"2946",9.226968424
"2947",10.7877084
"2948",8.541112174
"2949",7.757907113
"2950",8.061772586
"2951",7.879677305
"2952",11.73959859
"2953",10.01692017
"2954",8.604131853
"2955",8.717053565
"2956",8.079563293
"2957",9.337285352
"2958",9.258280269
"2959",8.087834553
"2960",9.501175881
"2961",8.728951651
"2962",8.971828261
"2963",8.556244469
"2964",11.43888189
"2965",9.951336718
"2966",8.752064804
"2967",9.099365635
"2968",6.962992798
"2969",5.844221089
"2970",8.270549474
"2971",11.54888416
"2972",9.981720481
"2973",10.52952982
"2974",7.315945435
"2975",7.43723665
"2976",9.291839915
"2977",8.919370052
"2978",4.780488961
"2979",7.926201929
"2980",5.817750783
"2981",6.851578379
"2982",12.85822842
"2983",7.72616746
"2984",8.012762757
"2985",11.43912561
"2986",8.28704077
"2987",11.28400574
"2988",7.808632821
"2989",11.62207042
"2990",8.897415585
"2991",10.72689322
"2992",8.654587505
"2993",8.507478066
"2994",11.59689916
"2995",13.18207288
"2996",11.27243874
"2997",11.53887622
"2998",10.84553114
"2999",9.314535512
"3000",9.526844613
"3001",10.02241787
"3002",5.413084267
"3003",11.04194211
"3004",8.76730569
"3005",10.63908488
"3006",9.773086141
"3007",7.41543992
"3008",7.243467798
"3009",6.969032749
"3010",9.06684403
"3011",11.22416296
"3012",9.533125842
"3013",5.935691451
"3014",10.11799328
"3015",6.111045162
"3016",9.844326151
"3017",10.18670813
"3018",10.06661976
"3019",7.944518283
"3020",11.06301511
"3021",9.250783619
"3022",10.33930505
"3023",10.96531665
"3024",6.361057717
"3025",6.30229909
"3026",7.695328475
"3027",10.13223677
"3028",13.02328786
"3029",10.01478831
"3030",10.53356742
"3031",9.988991212
"3032",8.112854684
"3033",10.09777416
"3034",8.450555348
"3035",8.164070556
"3036",7.065698737
"3037",10.00575108
"3038",13.2857553
"3039",7.908628931
"3040",8.128478257
"3041",8.114594593
"3042",10.81823824
"3043",8.60756422
"3044",9.896528672
"3045",8.657796287
"3046",9.965766347
"3047",9.26572748
"3048",8.129469461
"3049",8.805357827
"3050",8.700455893
"3051",12.54142021
"3052",11.53101114
"3053",6.815515526
"3054",11.25118163
"3055",10.08202836
"3056",10.40369967
"3057",11.00404131
"3058",10.89456905
"3059",9.026572269
"3060",8.912264572
"3061",9.899259058
"3062",9.301428757
"3063",8.987958017
"3064",11.65093165
"3065",9.614546405
"3066",9.408179757
"3067",8.446956351
"3068",11.64545437
"3069",9.400858479
"3070",10.95291878
"3071",8.218847347
"3072",14.82284213
"3073",8.946856133
"3074",10.32067714
"3075",11.01399473
"3076",10.52083888
"3077",5.832468697
"3078",9.331785516
"3079",9.680314761
"3080",10.40782444
"3081",7.184470863
"3082",7.035954351
"3083",12.67587945
"3084",8.922814254
"3085",10.25190191
"3086",6.982198943
"3087",8.140823455
"3088",12.15596577
"3089",7.705085755
"3090",12.99842932
"3091",9.368188298
"3092",7.57088196
"3093",8.10482487
"3094",9.932236514
"3095",8.720429262
"3096",6.529726028
"3097",10.75744504
"3098",8.785256746
"3099",5.213706787
"3100",7.143998614
"3101",11.61184748
"3102",8.809875384
"3103",8.112376515
"3104",9.595664095
"3105",7.441170863
"3106",7.976460774
"3107",12.00099247
"3108",7.617127265
"3109",14.57141876
"3110",9.993963767
"3111",7.967250681
"3112",9.09951396
"3113",9.341938655
"3114",5.671071395
"3115",14.54166228
"3116",8.703845745
"3117",8.589827539
"3118",8.817676146
"3119",14.2508708
"3120",9.889982196
"3121",7.494603963
"3122",8.818292575
"3123",10.86990702
"3124",9.380728672
"3125",11.01122449
"3126",10.4264665
"3127",12.90071701
"3128",10.83893775
"3129",11.37236543
"3130",7.902092419
"3131",7.610866479
"3132",7.615259462
"3133",11.07901765
"3134",8.177628715
"3135",9.584183836
"3136",9.052215283
"3137",8.279629577
"3138",10.0777117
"3139",13.50097332
"3140",7.011220147
"3141",11.49661487
"3142",12.53195563
"3143",4.975629775
"3144",12.54187135
"3145",5.950178053
"3146",7.718062705
"3147",12.99995593
"3148",9.468181161
"3149",9.101791727
"3150",10.17329414
"3151",11.49405633
"3152",8.041962006
"3153",9.395852904
"3154",8.285574749
"3155",4.643933904
"3156",9.027139278
"3157",5.242313941
"3158",7.529084316
"3159",9.736133383
"3160",10.32415331
"3161",10.91377469
"3162",6.340157859
"3163",7.707093582
"3164",10.77767027
"3165",10.39147906
"3166",11.05987634
"3167",10.96729703
"3168",8.212452886
"3169",5.546856749
"3170",6.88344914
"3171",8.671840407
"3172",9.226045023
"3173",8.379945907
"3174",11.3990782
"3175",9.549382729
"3176",8.545335947
"3177",7.779672592
"3178",10.34717476
"3179",10.14682337
"3180",9.311097446
"3181",9.131674329
"3182",12.5397209
"3183",10.98473955
"3184",11.24474407
"3185",11.99555769
"3186",5.878475258
"3187",9.245225337
"3188",8.701475579
"3189",7.086284407
"3190",8.996524972
"3191",12.35580542
"3192",9.226710974
"3193",7.679799094
"3194",10.19827249
"3195",13.1310906
"3196",11.06536292
"3197",10.25746658
"3198",10.33676383
"3199",9.998079662
"3200",8.344070852
"3201",9.809696565
"3202",13.43007377
"3203",11.63801328
"3204",10.02246464
"3205",9.292454224
"3206",6.83567654
"3207",9.727600147
"3208",10.41282834
"3209",10.52151291
"3210",7.152880865
"3211",13.28906566
"3212",7.792164161
"3213",9.206029673
"3214",9.550460682
"3215",11.89658487
"3216",11.73505372
"3217",7.799986555
"3218",8.033641965
"3219",10.21942283
"3220",10.60526373
"3221",3.958408895
"3222",13.29969474
"3223",11.16667279
"3224",8.376448912
"3225",5.899509578
"3226",7.700484472
"3227",8.989947012
"3228",6.415025315
"3229",8.587693177
"3230",5.116614831
"3231",9.346624427
"3232",9.381156467
"3233",11.11187549
"3234",10.56826891
"3235",13.04771623
"3236",6.555429568
"3237",11.80002696
"3238",9.835417774
"3239",10.26086926
"3240",10.54633454
"3241",9.271709588
"3242",10.90199972
"3243",5.747359363
"3244",12.19892288
"3245",7.927807788
"3246",4.367032428
"3247",11.04592162
"3248",10.00379301
"3249",9.519265142
"3250",10.89491797
"3251",9.635018862
"3252",12.79612281
"3253",12.69664284
"3254",10.77082464
"3255",8.599556724
"3256",7.071902973
"3257",11.01586342
"3258",11.87649268
"3259",10.79597624
"3260",8.852581155
"3261",9.08088279
"3262",9.568851745
"3263",10.25914438
"3264",11.25245977
"3265",11.48363722
"3266",8.093637671
"3267",8.352138618
"3268",12.56014933
"3269",8.195739814
"3270",12.04839378
"3271",10.92081981
"3272",14.71993111
"3273",7.35518957
"3274",9.295781487
"3275",7.803866555
"3276",11.10086722
"3277",9.434690093
"3278",7.884046048
"3279",11.6179342
"3280",4.685420844
"3281",7.928283658
"3282",12.64564574
"3283",11.57597179
"3284",6.581544439
"3285",9.617755661
"3286",11.33378093
"3287",10.1853629
"3288",6.167649663
"3289",9.427142828
"3290",10.21268241
"3291",6.037125418
"3292",10.63419329
"3293",11.44908077
"3294",10.49883959
"3295",8.025664061
"3296",11.77653623
"3297",11.01355622
"3298",10.32657338
"3299",10.75395639
"3300",8.195479228
"3301",10.53870952
"3302",11.11234165
"3303",8.71422854
"3304",11.68267141
"3305",10.92104126
"3306",11.30037851
"3307",9.598993854
"3308",7.413183184
"3309",7.494200548
"3310",10.41538188
"3311",9.807062239
"3312",7.305205764
"3313",9.879689194
"3314",10.1715048
"3315",10.84359209
"3316",5.216404309
"3317",10.15459051
"3318",11.66858929
"3319",9.53224282
"3320",12.10716199
"3321",11.20454905
"3322",9.876826522
"3323",12.8840128
"3324",11.90985681
"3325",10.34365057
"3326",8.812985013
"3327",10.67741355
"3328",9.267544331
"3329",9.117213141
"3330",13.47934468
"3331",10.72922164
"3332",10.58888217
"3333",11.27250942
"3334",10.49005698
"3335",10.75629689
"3336",8.281708055
"3337",13.24899886
"3338",8.699872772
"3339",9.048767311
"3340",8.604791026
"3341",10.14534802
"3342",9.834784777
"3343",10.1840942
"3344",7.088744842
"3345",12.89881274
"3346",9.052361156
"3347",8.200874228
"3348",8.587222945
"3349",8.311657305
"3350",10.3555997
"3351",10.21273923
"3352",10.99400497
"3353",10.37992685
"3354",9.995674444
"3355",10.36022136
"3356",6.142547283
"3357",8.393042349
"3358",7.442107185
"3359",10.45092399
"3360",6.7306045
"3361",5.900803524
"3362",6.464782416
"3363",8.721866764
"3364",12.20669401
"3365",9.757352658
"3366",8.972503041
"3367",8.956353107
"3368",6.695546731
"3369",9.324320354
"3370",12.18604052
"3371",7.375898338
"3372",9.302972498
"3373",9.188483718
"3374",6.826625014
"3375",10.39896564
"3376",9.733049695
"3377",12.78190695
"3378",9.060685447
"3379",7.432541911
"3380",8.967858592
"3381",11.27433818
"3382",11.83194467
"3383",7.390003593
"3384",6.53469472
"3385",9.007595294
"3386",5.381689996
"3387",5.531250924
"3388",5.112276115
"3389",9.72917291
"3390",9.936905435
"3391",8.057414032
"3392",7.756220561
"3393",7.822725877
"3394",14.21951616
"3395",11.07112229
"3396",12.55255438
"3397",14.44116923
"3398",11.71939217
"3399",6.930140902
"3400",7.988624406
"3401",8.142862213
"3402",10.66460035
"3403",11.64284886
"3404",10.39259799
"3405",9.989636746
"3406",9.945902795
"3407",9.224660785
"3408",7.690888905
"3409",10.3092267
"3410",6.072490734
"3411",5.634466017
"3412",9.519674918
"3413",10.37377232
"3414",10.44692178
"3415",6.530161797
"3416",10.24005114
"3417",10.07846082
"3418",11.06951245
"3419",10.40737932
"3420",8.842257646
"3421",6.960490682
"3422",6.944264185
"3423",8.292367026
"3424",8.645437182
"3425",9.010146517
"3426",10.77084605
"3427",9.752322593
"3428",5.061942442
"3429",10.85088747
"3430",10.77310558
"3431",11.55723429
"3432",2.690896387
"3433",6.553582843
"3434",9.381571276
"3435",7.84365211
"3436",8.793568883
"3437",9.548772222
"3438",10.79914722
"3439",13.85301097
"3440",9.305366892
"3441",10.00220733
"3442",12.69889806
"3443",7.497990753
"3444",9.620255239
"3445",7.219089098
"3446",11.09719205
"3447",9.868541848
"3448",10.56241388
"3449",4.808540052
"3450",9.105747711
"3451",6.876154052
"3452",11.24105398
"3453",13.68337948
"3454",9.003828109
"3455",10.25551844
"3456",9.680667588
"3457",8.933676099
"3458",4.787873349
"3459",9.914698611
"3460",9.392323123
"3461",8.521404928
"3462",6.657766729
"3463",10.7097046
"3464",5.372268719
"3465",9.446633627
"3466",12.04140178
"3467",11.14003001
"3468",8.496269786
"3469",7.312287839
"3470",9.826850874
"3471",8.106992665
"3472",8.705011853
"3473",9.349334537
"3474",10.32791027
"3475",4.957705725
"3476",13.99118427
"3477",10.76275205
"3478",7.069672235
"3479",11.033257
"3480",11.27381776
"3481",9.978707552
"3482",9.144597816
"3483",13.12342432
"3484",10.47895913
"3485",8.987093539
"3486",7.965561705
"3487",10.4695124
"3488",10.14252065
"3489",10.43154255
"3490",10.80641795
"3491",12.00966364
"3492",13.67416344
"3493",9.323530991
"3494",9.230716874
"3495",10.33530281
"3496",11.42250406
"3497",9.599905505
"3498",8.450959151
"3499",11.4380378
"3500",10.20235242
"3501",12.396622
"3502",6.227870206
"3503",12.40937288
"3504",9.62072491
"3505",7.471669491
"3506",9.092747237
"3507",11.24230377
"3508",7.893896684
"3509",8.406569983
"3510",12.96846566
"3511",7.961306965
"3512",5.758316164
"3513",7.360337243
"3514",9.376668356
"3515",9.518745023
"3516",6.491591203
"3517",12.2136951
"3518",12.33428133
"3519",9.49407376
"3520",8.81520379
"3521",7.520314045
"3522",8.329180604
"3523",9.345840806
"3524",10.08421155
"3525",9.128453235
"3526",6.891799697
"3527",11.970727
"3528",12.0273178
"3529",9.964051388
"3530",5.701107087
"3531",7.675305264
"3532",4.557808983
"3533",11.28656299
"3534",10.58018486
"3535",11.48791589
"3536",6.9999096
"3537",10.80711371
"3538",8.0942055
"3539",5.780137269
"3540",9.498343042
"3541",11.26220159
"3542",10.48090852
"3543",10.05990837
"3544",11.25564082
"3545",9.160934897
"3546",11.79809262
"3547",14.12948129
"3548",11.40067915
"3549",11.56317734
"3550",6.131398061
"3551",11.78900726
"3552",10.6038253
"3553",12.46149514
"3554",7.031502997
"3555",6.695930383
"3556",6.135233098
"3557",13.48121005
"3558",11.62938321
"3559",10.56557277
"3560",7.599812894
"3561",12.49054413
"3562",9.500503467
"3563",9.047296852
"3564",11.99167685
"3565",9.273944632
"3566",8.033283628
"3567",11.85495527
"3568",10.6128972
"3569",12.04791117
"3570",8.388911887
"3571",9.937263856
"3572",6.398214852
"3573",6.136806342
"3574",9.482384098
"3575",9.221382549
"3576",6.321042076
"3577",9.692463973
"3578",5.699487331
"3579",10.20913898
"3580",9.455410787
"3581",11.48090923
"3582",10.94620077
"3583",9.239856452
"3584",11.35920982
"3585",11.29962869
"3586",9.920378056
"3587",10.02795364
"3588",7.972829468
"3589",7.703874372
"3590",7.82653033
"3591",8.724077475
"3592",7.973959155
"3593",11.81768725
"3594",8.323135593
"3595",10.56425981
"3596",10.60927674
"3597",9.096715471
"3598",9.652115648
"3599",10.47048126
"3600",6.047767418
"3601",14.76385651
"3602",8.504154052
"3603",13.01246679
"3604",10.46630562
"3605",11.03376337
"3606",10.15526582
"3607",9.390423711
"3608",7.713246498
"3609",10.59226456
"3610",12.09324069
"3611",7.982922712
"3612",10.00276368
"3613",8.628386434
"3614",7.567949298
"3615",6.169760813
"3616",9.964819621
"3617",8.891264235
"3618",11.11915609
"3619",9.581375058
"3620",9.288703957
"3621",10.50402389
"3622",8.749279616
"3623",12.04051474
"3624",8.787318701
"3625",11.18624995
"3626",7.400212517
"3627",8.155845395
"3628",7.373510157
"3629",8.188698008
"3630",6.164780871
"3631",9.321950026
"3632",10.2557751
"3633",9.08628964
"3634",9.452507483
"3635",4.461607632
"3636",9.340614002
"3637",8.3796645
"3638",7.911572084
"3639",12.06573908
"3640",8.882672399
"3641",9.375659757
"3642",3.026454094
"3643",10.10290761
"3644",10.22218697
"3645",9.829863886
"3646",6.069485407
"3647",9.74341529
"3648",12.15432865
"3649",12.95912242
"3650",12.448762
"3651",13.12756174
"3652",9.818608494
"3653",7.674008496
"3654",9.107671463
"3655",11.76839696
"3656",8.798438478
"3657",10.62479913
"3658",11.39655437
"3659",12.66501668
"3660",8.728332503
"3661",8.455302391
"3662",7.989138751
"3663",9.200287356
"3664",9.233438574
"3665",8.878489019
"3666",8.69194268
"3667",8.445099173
"3668",11.43322648
"3669",9.373439008
"3670",8.749806878
"3671",12.79387033
"3672",8.236726367
"3673",7.114623893
"3674",10.28115072
"3675",8.451418983
"3676",9.908042715
"3677",9.841020351
"3678",8.477623448
"3679",10.36095807
"3680",9.277424348
"3681",6.922994382
"3682",8.83209452
"3683",5.465099421
"3684",10.20769861
"3685",9.981482935
"3686",8.341237083
"3687",7.17679463
"3688",9.137682057
"3689",12.43874548
"3690",8.664467705
"3691",12.87842826
"3692",10.68581835
"3693",7.957462276
"3694",9.516126159
"3695",12.31834782
"3696",12.22072344
"3697",6.195182052
"3698",7.641367467
"3699",8.314101809
"3700",9.404544737
"3701",12.05728765
"3702",9.666405808
"3703",9.153961942
"3704",10.69447929
"3705",8.862153264
"3706",7.384719189
"3707",7.388349325
"3708",9.255625764
"3709",8.85905537
"3710",8.355374519
"3711",10.72643376
"3712",10.30247357
"3713",8.445611645
"3714",8.549267857
"3715",9.546472567
"3716",10.73788782
"3717",9.412366202
"3718",10.71446034
"3719",7.682372145
"3720",10.87554595
"3721",8.53859177
"3722",10.37315391
"3723",11.78940153
"3724",10.15259246
"3725",10.75100159
"3726",10.04984521
"3727",8.466162099
"3728",9.762394086
"3729",9.819302952
"3730",13.27963077
"3731",8.432489949
"3732",11.04335593
"3733",11.25537155
"3734",15.84805079
"3735",7.731783066
"3736",7.024077033
"3737",11.47533394
"3738",13.34537464
"3739",8.949533381
"3740",10.76653664
"3741",10.48885043
"3742",13.03140906
"3743",8.938074951
"3744",9.651219215
"3745",12.46467223
"3746",7.311134954
"3747",7.252425191
"3748",7.876338687
"3749",8.24013992
"3750",10.90287566
"3751",11.83787825
"3752",11.83633088
"3753",10.52981229
"3754",9.009208755
"3755",8.401893542
"3756",10.31702965
"3757",11.42369081
"3758",9.023850005
"3759",9.784511579
"3760",8.592609815
"3761",12.14218827
"3762",12.4754894
"3763",8.459127501
"3764",9.552657476
"3765",10.0124665
"3766",8.481679655
"3767",9.581944962
"3768",13.1724641
"3769",8.552542818
"3770",6.141586787
"3771",5.982125242
"3772",11.09883844
"3773",10.09287801
"3774",12.2533377
"3775",9.310608372
"3776",12.08736787
"3777",7.835829684
"3778",10.20256253
"3779",13.36485582
"3780",10.35690505
"3781",12.27076058
"3782",9.70931004
"3783",10.02982986
"3784",11.04790188
"3785",6.983811489
"3786",10.42720216
"3787",8.982247224
"3788",8.543894405
"3789",8.680419381
"3790",10.83037136
"3791",11.21870574
"3792",9.604773365
"3793",9.996748914
"3794",10.75271307
"3795",9.868115402
"3796",7.104475961
"3797",8.715482142
"3798",10.9641871
"3799",5.318485889
"3800",11.37832182
"3801",12.3100014
"3802",11.62103886
"3803",8.443099247
"3804",11.94162016
"3805",10.17993548
"3806",9.595387201
"3807",10.67579581
"3808",13.84335881
"3809",10.75841836
"3810",12.72032094
"3811",7.220985779
"3812",8.653606716
"3813",9.456029801
"3814",7.14664016
"3815",6.033883461
"3816",11.30252334
"3817",9.520959023
"3818",11.26485766
"3819",7.673528343
"3820",11.54608316
"3821",11.02461418
"3822",10.8914972
"3823",8.217681567
"3824",11.27459428
"3825",9.493138138
"3826",7.921750627
"3827",10.10070744
"3828",13.53629137
"3829",8.757848276
"3830",4.40779246
"3831",9.87139621
"3832",9.604626946
"3833",6.87730853
"3834",11.67488376
"3835",9.576747609
"3836",10.10796312
"3837",12.43485582
"3838",9.11368068
"3839",6.860995104
"3840",7.167782438
"3841",12.3914515
"3842",11.270824
"3843",8.409869584
"3844",10.30555261
"3845",9.917860505
"3846",9.433043387
"3847",10.67079728
"3848",8.651924492
"3849",10.11857176
"3850",11.39952518
"3851",8.834189842
"3852",6.316556284
"3853",7.670642699
"3854",8.501050906
"3855",10.27929802
"3856",9.08371561
"3857",10.51468583
"3858",9.72537512
"3859",8.589315362
"3860",8.448386952
"3861",13.54919112
"3862",9.84928389
"3863",10.40763676
"3864",9.197464539
"3865",8.83829405
"3866",9.357842287
"3867",12.02406802
"3868",9.83704242
"3869",8.768219267
"3870",7.242200059
"3871",9.027801192
"3872",10.01516454
"3873",14.86193894
"3874",7.985430344
"3875",10.45601563
"3876",9.295115537
"3877",5.892959259
"3878",13.83209381
"3879",9.541877604
"3880",8.44176106
"3881",6.709813674
"3882",11.27869724
"3883",10.37341752
"3884",9.945190537
"3885",10.25919174
"3886",10.31950383
"3887",10.06513339
"3888",7.050830981
"3889",8.964851786
"3890",5.174928351
"3891",12.66971801
"3892",10.29685139
"3893",10.87188562
"3894",8.201286195
"3895",9.085651915
"3896",7.972499661
"3897",12.49734984
"3898",7.28730866
"3899",6.402260974
"3900",13.57155775
"3901",10.35200524
"3902",6.915126734
"3903",11.82216723
"3904",11.05569464
"3905",11.20382618
"3906",9.130537721
"3907",12.02204038
"3908",12.70899916
"3909",9.268442849
"3910",7.358434003
"3911",10.06157867
"3912",8.919317378
"3913",8.3353213
"3914",9.949680024
"3915",14.0399674
"3916",7.217249142
"3917",10.40100008
"3918",13.74135853
"3919",9.258504497
"3920",8.997739258
"3921",6.883075306
"3922",10.3889313
"3923",7.02861504
"3924",11.25973501
"3925",8.399747923
"3926",11.052748
"3927",12.17403365
"3928",10.57398541
"3929",11.33411287
"3930",6.441319719
"3931",7.614694931
"3932",4.370332973
"3933",8.880701872
"3934",8.48423471
"3935",11.02188027
"3936",11.1124916
"3937",12.64497567
"3938",11.85028691
"3939",11.4050258
"3940",7.00530084
"3941",10.32231667
"3942",11.81485776
